Company Name,Verticals,Keywords,Company Financing Status,Total Raised,Business Status,Ownership Status,Universe,Employees,Exchange,Ticker,Year Founded,HQ Location,HQ City,HQ State/Province,HQ Country,HQ Global Region,HQ Global Sub Region,# Active Investors,Acquirers,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Class,First Financing Status,Last Financing Date,Last Financing Size,Last Financing Valuation,Last Financing Deal Type,Last Financing Deal Type 2,Last Financing Deal Class,Last Updated Date,Last Known Valuation (M),Last Known Valuation Date,Count,First Financing Deal Year,Current Year
SpaceQuest,"Manufacturing, Space Technology, TMT","earthing orbiting satellite designer, satellite launch, satellite launching systems, spacecraft launch service, spacecraft manufacturer",Pending Transaction (M&A),,Generating Revenue,Privately Held (no backing),"Debt Financed, M&A",9,,,1994,"Fairfax, VA",Fairfax,Virginia,United States,Americas,North America,,,30-Apr-2020,,,Debt - PPP,,Debt,Completed,15-Oct-2020,8.40,8.40,Merger/Acquisition,,Corporate,27-Oct-2020,8.4,15-Oct-2020,1,2020,2020
Spectrum Astro,"Manufacturing, Space Technology, TMT","ground support equipment, ground support equipment manufacturer, satellite, space systems, space systems development",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,525,,,1988,"Gilbert, AZ",Gilbert,Arizona,United States,Americas,North America,,General Dynamics,29-Mar-2004,,,Merger/Acquisition,,Corporate,Completed,29-Mar-2004,,,Merger/Acquisition,,Corporate,17-Oct-2019,,,1,2004,2020
Spectrum Microwave,"Manufacturing, Space Technology, TMT","microwave, microwave components, microwave system, power management, power product, rad hard technology, space level power, switching regulators",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,,,,,"Hudson, NH",Hudson,New Hampshire,United States,Americas,North America,,Microsemi,16-Apr-2009,,,Merger/Acquisition,Corporate Divestiture,Corporate,Completed,16-Apr-2009,,,Merger/Acquisition,Corporate Divestiture,Corporate,17-Oct-2019,,,1,2009,2020
Star Technology and Research,"Space Technology, TMT","aircraft research, space elevation research, spacecraft research",Accelerator/Incubator Backed,,Startup,Privately Held (backing),Pre-venture,6,,,1998,"Mount Pleasant, SC",Mount Pleasant,South Carolina,United States,Americas,North America,2,,10-Apr-1999,0.10,,Grant,,Other,Completed,16-Aug-2013,0.75,,Grant,,Other,18-Sep-2020,,,1,1999,2020
Stellar Exploration,"Industrials, Space Technology, TMT","aerospace product, chemicals propulsion systems, flight systems, power subsystems",Corporation,,Startup,Privately Held (no backing),Debt Financed,11,,,,"San Luis Obispo, CA",San Luis Obispo,California,United States,Americas,North America,2,,01-Jan-2008,0.20,,Grant,,Other,Completed,30-Apr-2020,,,Debt - PPP,,Debt,09-Sep-2020,,,1,2008,2020
Stellar Solutions,Space Technology,"satellite constellation planning, systems engineering, vehicle systems design",Corporation,,Generating Revenue,Privately Held (no backing),Debt Financed,200,,,1995,"Palo Alto, CA",Palo Alto,California,United States,Americas,North America,,,15-Apr-2020,,,Debt - PPP,,Debt,Completed,15-Apr-2020,,,Debt - PPP,,Debt,28-Oct-2020,,,1,2020,2020
Surrey Satellite Technology US,"Industrials, Manufacturing, Space Technology","satellite cable, satellite design, satellite provider, satellite surveillance, satellite system",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,,,,2008,"Englewood, CO",Englewood,Colorado,United States,Americas,North America,,General Atomics,13-Nov-2017,,,Merger/Acquisition,Corporate Divestiture,Corporate,Completed,13-Nov-2017,,,Merger/Acquisition,Corporate Divestiture,Corporate,24-Jun-2020,,,1,2017,2020
Swales Aerospace,"Industrials, Space Technology, TMT","small spacecraft, subsystems",Corporate Backed or Acquired,,Profitable,Acquired/Merged,M&A,,,,1978,"Beltsville, MD",Beltsville,Maryland,United States,Americas,North America,,Orbital ATK,08-Jun-2007,,,Merger/Acquisition,,Corporate,Completed,08-Jun-2007,,,Merger/Acquisition,,Corporate,17-Oct-2019,,,1,2007,2020
Tell Tool,"Industrials, Manufacturing, Space Technology, TMT","billets, spacecraft",Private Equity-Backed,,Profitable,Acquired/Merged,Private Equity,100,,,1967,"Westfield, MA",Westfield,Massachusetts,United States,Americas,North America,,Cadence Aerospace,27-Apr-2006,,,Buyout/LBO,,Private Equity,Completed,,,,Buyout/LBO,Secondary Buyout,Private Equity,19-Apr-2020,,,1,2006,2020
Terra Imaging,"Mobility Tech, Space Technology, TMT","3d software, imagery modeling, lidar technology, mapping technology, mobility tech",Failed Transaction (M&A),,Generating Revenue,Privately Held (no backing),M&A,4,,,2005,"San Diego, CA",San Diego,California,United States,Americas,North America,,,08-Feb-2014,10.40,10.40,Reverse Merger,,Corporate,Failed/Cancelled,08-Feb-2014,10.40,10.40,Reverse Merger,,Corporate,08-Jun-2020,10.4,08-Feb-2014,1,2014,2020
Terrapattern,"Space Technology, TMT","geological mapping, satellite imagery, satellite imagery platform, visual search engine",Corporation,,Generating Revenue,Privately Held (no backing),Other Private Companies,,,,2015,"Pittsburgh, PA",Pittsburgh,Pennsylvania,United States,Americas,North America,1,,30-Jun-2016,0.04,,Grant,,Other,Completed,30-Jun-2016,0.04,,Grant,,Other,07-Jul-2020,,,1,2016,2020
Test-fuc Hs Gmbh,"Industrials, Space Technology, TMT","aerospace services, hydraulic test, test stands",Corporation,,,Privately Held (no backing),Debt Financed,,,,1946,"Brecksville, OH",Brecksville,Ohio,United States,Americas,North America,,,30-Apr-2020,,,Debt - PPP,,Debt,Completed,30-Apr-2020,,,Debt - PPP,,Debt,20-Oct-2020,,,1,2020,2020
The Planetary Society,"Space Technology, TMT","exploration technology, futures space policy, guidance, space science",Angel-Backed,,Generating Revenue,Privately Held (backing),"Debt Financed, Pre-venture",44,,,1980,"Pasadena, CA",Pasadena,California,United States,Americas,North America,,,26-Jun-2015,1.24,,Product Crowdfunding,,Individual,Completed,30-Apr-2020,,,Debt - PPP,,Debt,09-Sep-2020,,,1,2015,2020
Thermal Management Technologies,"Industrials, Space Technology, TMT","industrial engineering service, mechanical design, mechanical flight components, space components, thermal design",Accelerator/Incubator Backed,,Generating Revenue,Privately Held (backing),Pre-venture,,,,2008,"North Logan, UT",North Logan,Utah,United States,Americas,North America,2,,01-Jan-2010,0.71,,Grant,,Other,Completed,04-Jun-2014,,,Accelerator/Incubator,,Other,12-May-2020,,,1,2010,2020
Umbra Lab,"Space Technology, TMT","aerospace, earthing observation, sar microsatellite, satellite, small satellite, space, space radar, space-based radar, subs meter satellite, synthetic aperture radar, topographic mapping",Venture Capital-Backed,,Generating Revenue,Privately Held (backing),"Debt Financed, Venture Capital",18,,,2015,"Santa Barbara, CA",Santa Barbara,California,United States,Americas,North America,8,,04-Jul-2015,,,Capitalization,,Individual,Completed,15-Apr-2020,,,Debt - PPP,,Debt,27-Oct-2020,,,1,2015,2020
United Launch Alliance,Space Technology,"defense service, launch vehicle, space mission, spacecraft, spacecraft launch service",Corporate Backed or Acquired,,Generating Revenue,Privately Held (backing),M&A,"2,500",,,2006,"Centennial, CO",Centennial,Colorado,United States,Americas,North America,3,,01-Dec-2006,,,Joint Venture,,Corporate,Completed,08-Aug-2018,10.00,,Grant,,Other,03-Sep-2020,2000,16-Sep-2015,1,2006,2020
UTChattSat,"3D Printing, Industrials, Space Technology, TMT","satellite system, satellite vehicles",Accelerator/Incubator Backed,,Startup,Privately Held (backing),Pre-venture,,,,,"Chattanooga, TN",Chattanooga,Tennessee,United States,Americas,North America,1,,21-Apr-2016,,,Accelerator/Incubator,,Other,Completed,21-Apr-2016,,,Accelerator/Incubator,,Other,27-Jul-2019,,,1,2016,2020
VALT Enterprises,Space Technology,"hypersonic delivery system designer, orbital hybrid rocket, orbital launcher, orbital satellite launch, satellite launcher vehicle",Corporation,,Generating Revenue,Privately Held (no backing),Other Private Companies,,,,2014,"Sanford, ME",Sanford,Maine,United States,Americas,North America,1,,01-Jan-2019,0.02,,Grant,,Other,Completed,01-Jan-2019,0.02,,Grant,,Other,22-Jun-2020,,,1,2019,2020
VectorNav,"Space Technology, TMT","attitude estimation, inertial navigation system, inertial navigation technology, inertial sensors, navigation system, sensor fusion",Corporation,,Generating Revenue,Privately Held (no backing),Debt Financed,,,,2008,"Dallas, TX",Dallas,Texas,United States,Americas,North America,2,,01-Jan-2019,1.52,,Grant,,Other,Completed,08-May-2020,,,Debt - PPP,,Debt,09-Sep-2020,,,1,2019,2020
VerticalGeo,"Space Technology, TMT","data collection, geographic information, information systems, satellite imaging",Corporation,,,Privately Held (no backing),Debt Financed,,,,2006,"O Fallon, IL",O Fallon,Illinois,United States,Americas,North America,,,05-Apr-2020,,,Debt - PPP,,Debt,Completed,05-Apr-2020,,,Debt - PPP,,Debt,12-Sep-2020,,,1,2020,2020
Vertigo,"Industrials, Robotics and Drones, Space Technology, TMT","aerospace, decelerator, defense, engineering, military, prototype, supersonic, uav, vehicle",Private Equity-Backed,,Profitable,Acquired/Merged,Private Equity,41,,,1986,"Lake Elsinore, CA",Lake Elsinore,California,United States,Americas,North America,,HDT Global,01-Apr-2009,,,Buyout/LBO,Add-on,Private Equity,Completed,01-Apr-2009,,,Buyout/LBO,Add-on,Private Equity,19-Apr-2020,,,1,2009,2020
Virgin Orbit,"Industrials, Space Technology","commercial satelite, space launch, space satelite, space technology, space test, space travel",Corporation,,Generating Revenue,Privately Held (no backing),Venture Capital,500,,,2017,"Long Beach, CA",Long Beach,California,United States,Americas,North America,1,,06-Nov-2019,9.50,,Grant,,Other,Completed,,200.00,"1,000.00",Early Stage VC,,Venture Capital,21-Oct-2020,1000,,1,2019,2020
Vissidus Technologies,"Industrials, Space Technology, TMT","satellite servicing, science missions, space equipment, space equipment development, space equipment testing",Accelerator/Incubator Backed,,Startup,Privately Held (backing),Pre-venture,,,,2014,"Daytona Beach, FL",Daytona Beach,Florida,United States,Americas,North America,3,,,,,Accelerator/Incubator,,Other,Completed,01-Jan-2017,,,Accelerator/Incubator,,Other,27-Jul-2019,,,1,,2020
X2nSat Inc.,"Space Technology, TMT","business continuity, communications services, internet access, technical support",Corporation,,,Privately Held (no backing),Debt Financed,,,,1996,"Petaluma, CA",Petaluma,California,United States,Americas,North America,,,09-Apr-2020,,,Debt - PPP,,Debt,Completed,09-Apr-2020,,,Debt - PPP,,Debt,11-Sep-2020,,,1,2020,2020
Xplore,Space Technology,"commercial space operations, space discovery platform, space payload transportation, space transportation, spacecraft platform",Venture Capital-Backed,,Generating Revenue,Privately Held (backing),Venture Capital,8,,,2017,"Seattle, WA",Seattle,Washington,United States,Americas,North America,7,,06-Apr-2020,0.05,,Grant,,Other,Completed,,,,Early Stage VC,,Venture Capital,27-Oct-2020,,,1,2020,2020
Y.K. BAE,"Industrials, Space Technology, TMT","human endeavour, photon traps, x-ray device",Corporation,,Startup,Privately Held (backing),Other Private Companies,,,,2007,"Tustin, CA",Tustin,California,United States,Americas,North America,2,,01-Jan-2013,0.15,,Grant,,Other,Completed,01-Jan-2015,0.99,,Grant,,Other,27-Jul-2019,,,1,2013,2020
